,date,temperature,relative_humidity,dew_point,apparent_temperature,precipitation_probability,rain,surface_pressure,bike_stands,available_bike_stands
12956,2023-09-05 04:49:36+00:00,12.9,85,10.4,12.1,0.0,0.0,991.7,22,13
12958,2023-09-05 05:04:14+00:00,12.9,85,10.4,12.1,0.0,0.0,991.7,22,13
12959,2023-09-05 04:33:51+00:00,12.9,85,10.4,12.1,0.0,0.0,991.7,22,8
12955,2023-09-05 04:52:52+00:00,12.9,85,10.4,12.1,0.0,,991.7,22,13
12957,2023-09-05 04:43:56+00:00,12.9,85,10.4,12.1,0.0,0.0,991.7,22,8
12953,2023-09-05 05:11:13+00:00,,85,10.4,12.1,0.0,0.0,991.7,22,14
12950,2023-09-05 05:18:49+00:00,12.9,85,10.4,12.1,0.0,0.0,991.7,22,19
12954,2023-09-05 04:54:09+00:00,12.9,85,10.4,12.1,0.0,0.0,991.7,22,13
12952,2023-09-05 05:19:17+00:00,,85,10.4,12.1,0.0,0.0,991.7,22,20
12951,2023-09-05 05:24:38+00:00,,85,10.4,12.1,0.0,0.0,991.7,22,20
12960,2023-09-05 06:13:08+00:00,12.2,88,10.3,11.4,0.0,0.0,992.1,22,21
12961,2023-09-05 05:30:31+00:00,12.2,88,10.3,11.4,0.0,0.0,992.1,22,22
12962,2023-09-05 05:38:14+00:00,12.2,88,10.3,11.4,0.0,0.0,992.1,22,21
12963,2023-09-05 05:46:40+00:00,,88,10.3,11.4,0.0,0.0,992.1,22,22
12965,2023-09-05 06:05:01+00:00,12.2,88,10.3,11.4,0.0,0.0,992.1,22,22
12966,2023-09-05 06:15:07+00:00,12.2,88,10.3,11.4,0.0,0.0,992.1,22,21
12967,2023-09-05 06:24:01+00:00,12.2,88,10.3,11.4,0.0,0.0,992.1,22,19
12968,2023-09-05 06:25:56+00:00,12.2,88,10.3,11.4,0.0,0.0,992.1,22,20
12964,2023-09-05 05:54:56+00:00,12.2,88,10.3,11.4,0.0,,992.1,22,22
12979,2023-09-05 06:55:35+00:00,12.1,89,10.3,11.4,0.0,0.0,992.5,22,21
12975,2023-09-05 06:51:35+00:00,12.1,89,10.3,11.4,0.0,0.0,992.5,22,21
12978,2023-09-05 06:32:17+00:00,12.1,89,10.3,11.4,0.0,0.0,992.5,22,19
12977,2023-09-05 06:42:00+00:00,,89,10.3,11.4,0.0,,992.5,22,20
12976,2023-09-05 06:45:28+00:00,12.1,89,10.3,11.4,0.0,0.0,992.5,22,20
12974,2023-09-05 06:35:20+00:00,12.1,89,10.3,11.4,0.0,0.0,992.5,22,19
12972,2023-09-05 07:18:28+00:00,12.1,89,10.3,11.4,0.0,0.0,992.5,22,22
12971,2023-09-05 07:25:56+00:00,12.1,89,10.3,11.4,,0.0,992.5,22,22
12970,2023-09-05 07:05:42+00:00,,89,10.3,11.4,0.0,,992.5,22,20
12969,2023-09-05 07:13:12+00:00,12.1,89,10.3,11.4,0.0,,992.5,22,21
12973,2023-09-05 07:03:27+00:00,12.1,89,10.3,11.4,0.0,0.0,992.5,22,21
12989,2023-09-05 07:32:52+00:00,14.8,83,11.9,14.7,0.0,0.0,992.1,22,20
12988,2023-09-05 07:36:52+00:00,14.8,83,11.9,14.7,0.0,,992.1,22,19
12987,2023-09-05 07:48:54+00:00,14.8,83,11.9,14.7,0.0,,992.1,22,20
12986,2023-09-05 07:53:27+00:00,14.8,83,11.9,14.7,0.0,0.0,992.1,22,18
12985,2023-09-05 07:56:18+00:00,14.8,83,11.9,14.7,0.0,0.0,992.1,22,18
12984,2023-09-05 08:06:23+00:00,14.8,83,11.9,14.7,,0.0,992.1,22,18
12982,2023-09-05 08:16:32+00:00,14.8,83,11.9,14.7,0.0,,992.1,22,18
12981,2023-09-05 08:22:38+00:00,14.8,83,11.9,14.7,0.0,0.0,992.1,22,21
12980,2023-09-05 08:26:45+00:00,14.8,83,11.9,14.7,0.0,0.0,992.1,22,19
12983,2023-09-05 08:13:59+00:00,,83,11.9,14.7,0.0,0.0,992.1,22,18
12996,2023-09-05 08:58:46+00:00,18.0,67,11.8,17.7,0.0,0.0,993.1,22,21
12999,2023-09-05 08:32:25+00:00,18.0,67,11.8,17.7,0.0,0.0,993.1,22,17
12998,2023-09-05 08:43:56+00:00,18.0,67,11.8,17.7,0.0,0.0,993.1,22,18
12995,2023-09-05 08:38:04+00:00,18.0,67,11.8,17.7,0.0,0.0,993.1,22,18
13000,2023-09-05 09:00:39+00:00,18.0,67,11.8,17.7,,0.0,993.1,22,22
12993,2023-09-05 09:09:16+00:00,18.0,67,11.8,17.7,0.0,0.0,993.1,22,21
12994,2023-09-05 09:07:37+00:00,18.0,67,11.8,17.7,0.0,0.0,993.1,22,22
12990,2023-09-05 09:27:30+00:00,18.0,67,11.8,17.7,0.0,,993.1,22,19
12997,2023-09-05 08:47:02+00:00,18.0,67,11.8,17.7,0.0,0.0,993.1,22,19
12992,2023-09-05 09:17:24+00:00,18.0,67,11.8,17.7,0.0,0.0,993.1,22,21
12991,2023-09-05 09:23:34+00:00,18.0,67,11.8,17.7,,0.0,993.1,22,20
13001,2023-09-05 10:18:07+00:00,,63,12.0,18.4,0.0,0.0,993.2,22,19
13002,2023-09-05 10:29:29+00:00,,63,12.0,18.4,0.0,0.0,993.2,22,20
13003,2023-09-05 10:28:15+00:00,19.2,63,12.0,18.4,0.0,0.0,993.2,22,19
13004,2023-09-05 10:21:28+00:00,19.2,63,12.0,18.4,0.0,0.0,993.2,22,18
13005,2023-09-05 10:13:07+00:00,19.2,63,12.0,18.4,0.0,0.0,993.2,22,19
13006,2023-09-05 09:33:54+00:00,,63,12.0,18.4,0.0,0.0,993.2,22,21
13007,2023-09-05 09:57:54+00:00,,63,12.0,18.4,0.0,0.0,993.2,22,19
13008,2023-09-05 09:50:33+00:00,19.2,63,12.0,18.4,0.0,0.0,993.2,22,19
13009,2023-09-05 09:47:45+00:00,19.2,63,12.0,18.4,0.0,0.0,993.2,22,21
13010,2023-09-05 09:37:39+00:00,19.2,63,12.0,18.4,0.0,0.0,993.2,22,22
13011,2023-09-05 10:08:27+00:00,19.2,63,12.0,18.4,0.0,0.0,993.2,22,19
13019,2023-09-05 10:38:46+00:00,,55,10.9,19.4,0.0,0.0,992.9,22,20
13018,2023-09-05 10:48:29+00:00,20.2,55,10.9,19.4,0.0,0.0,992.9,22,21
13016,2023-09-05 10:58:36+00:00,20.2,55,10.9,19.4,0.0,0.0,992.9,22,21
13017,2023-09-05 10:49:52+00:00,20.2,55,10.9,19.4,0.0,0.0,992.9,22,22
13014,2023-09-05 11:08:44+00:00,20.2,55,10.9,19.4,0.0,0.0,992.9,22,21
13013,2023-09-05 11:18:50+00:00,20.2,55,10.9,19.4,0.0,,992.9,22,22
13012,2023-09-05 11:28:56+00:00,20.2,55,10.9,19.4,,,992.9,22,20
13015,2023-09-05 11:00:28+00:00,20.2,55,10.9,19.4,0.0,0.0,992.9,22,22
13030,2023-09-05 11:55:08+00:00,21.5,52,11.2,21.2,,0.0,992.2,22,19
13029,2023-09-05 11:38:22+00:00,21.5,52,11.2,21.2,0.0,0.0,992.2,22,21
13028,2023-09-05 11:39:03+00:00,21.5,52,11.2,21.2,0.0,0.0,992.2,22,21
13027,2023-09-05 11:48:32+00:00,21.5,52,11.2,21.2,0.0,0.0,992.2,22,19
13026,2023-09-05 11:30:43+00:00,21.5,52,11.2,21.2,0.0,0.0,992.2,22,22
13025,2023-09-05 11:52:29+00:00,,52,11.2,21.2,0.0,0.0,992.2,22,20
13023,2023-09-05 12:03:57+00:00,21.5,52,11.2,21.2,0.0,0.0,992.2,22,21
13022,2023-09-05 12:10:18+00:00,21.5,52,11.2,21.2,0.0,0.0,992.2,22,22
13021,2023-09-05 12:19:35+00:00,21.5,52,11.2,21.2,0.0,0.0,992.2,22,22
13020,2023-09-05 12:29:40+00:00,21.5,52,11.2,21.2,0.0,0.0,992.2,22,22
13024,2023-09-05 12:05:08+00:00,21.5,52,11.2,21.2,0.0,0.0,992.2,22,21
13037,2023-09-05 12:45:30+00:00,22.4,51,11.7,22.2,0.0,0.0,991.9,22,19
13039,2023-09-05 12:38:47+00:00,22.4,51,11.7,22.2,0.0,,991.9,22,19
13038,2023-09-05 12:42:55+00:00,22.4,51,11.7,22.2,0.0,0.0,991.9,22,18
13040,2023-09-05 12:58:13+00:00,22.4,51,11.7,22.2,0.0,0.0,991.9,22,21
13036,2023-09-05 12:53:10+00:00,22.4,51,11.7,22.2,0.0,0.0,991.9,22,22
13033,2023-09-05 13:18:20+00:00,22.4,51,11.7,22.2,0.0,0.0,991.9,22,21
13034,2023-09-05 13:10:11+00:00,22.4,51,11.7,22.2,0.0,,991.9,22,22
13032,2023-09-05 13:23:07+00:00,22.4,51,11.7,22.2,0.0,0.0,991.9,22,20
13031,2023-09-05 13:26:08+00:00,22.4,51,11.7,22.2,0.0,0.0,991.9,22,22
13035,2023-09-05 13:01:34+00:00,,51,11.7,22.2,0.0,0.0,991.9,22,22
13051,2023-09-05 13:58:40+00:00,23.4,46,11.1,23.2,0.0,0.0,991.5,22,19
13050,2023-09-05 13:38:57+00:00,23.4,46,11.1,23.2,0.0,0.0,991.5,22,21
13049,2023-09-05 13:32:47+00:00,23.4,46,11.1,23.2,,0.0,991.5,22,22
13048,2023-09-05 13:45:34+00:00,,46,11.1,23.2,0.0,0.0,991.5,22,19
13047,2023-09-05 13:50:44+00:00,23.4,46,11.1,23.2,0.0,,991.5,22,19
13046,2023-09-05 13:40:48+00:00,23.4,46,11.1,23.2,0.0,0.0,991.5,22,20
13045,2023-09-05 14:00:50+00:00,23.4,46,11.1,23.2,0.0,0.0,991.5,22,19
13044,2023-09-05 14:13:22+00:00,23.4,46,11.1,23.2,0.0,0.0,991.5,22,17
13043,2023-09-05 14:17:49+00:00,23.4,46,11.1,23.2,0.0,0.0,991.5,22,20
13042,2023-09-05 14:21:07+00:00,23.4,46,11.1,23.2,0.0,0.0,991.5,22,20
13041,2023-09-05 14:08:42+00:00,23.4,46,11.1,23.2,0.0,0.0,991.5,22,18
13062,2023-09-05 14:58:41+00:00,23.8,44,10.8,23.2,0.0,0.0,991.3,22,19
13061,2023-09-05 14:32:51+00:00,23.8,44,10.8,23.2,0.0,0.0,991.3,22,21
13060,2023-09-05 14:34:38+00:00,23.8,44,10.8,23.2,0.0,0.0,991.3,22,18
13059,2023-09-05 14:41:34+00:00,23.8,44,10.8,23.2,0.0,0.0,991.3,22,17
13058,2023-09-05 14:47:30+00:00,23.8,44,10.8,23.2,0.0,0.0,991.3,22,18
13052,2023-09-05 15:21:55+00:00,23.8,44,10.8,23.2,0.0,0.0,991.3,22,22
13056,2023-09-05 15:01:38+00:00,23.8,44,10.8,23.2,0.0,0.0,991.3,22,19
13055,2023-09-05 15:08:25+00:00,23.8,44,10.8,23.2,0.0,0.0,991.3,22,20
13054,2023-09-05 15:11:47+00:00,23.8,44,10.8,23.2,0.0,,991.3,22,21
13053,2023-09-05 15:16:55+00:00,23.8,44,10.8,23.2,0.0,0.0,991.3,22,22
13057,2023-09-05 14:51:30+00:00,23.8,44,10.8,23.2,0.0,0.0,991.3,22,18
13073,2023-09-05 15:58:59+00:00,23.6,43,10.3,22.2,0.0,0.0,990.9,22,20
13072,2023-09-05 15:38:45+00:00,23.6,43,10.3,22.2,0.0,,990.9,22,21
13071,2023-09-05 15:42:05+00:00,23.6,43,10.3,22.2,0.0,,990.9,22,21
13070,2023-09-05 15:48:25+00:00,23.6,43,10.3,22.2,0.0,0.0,990.9,22,19
13069,2023-09-05 15:52:14+00:00,23.6,43,10.3,22.2,,,990.9,22,22
13067,2023-09-05 16:03:02+00:00,23.6,43,10.3,22.2,0.0,0.0,990.9,22,15
13066,2023-09-05 16:12:29+00:00,23.6,43,10.3,22.2,0.0,,990.9,22,15
13065,2023-09-05 16:16:40+00:00,23.6,43,10.3,22.2,0.0,0.0,990.9,22,14
13064,2023-09-05 16:22:41+00:00,23.6,43,10.3,22.2,0.0,0.0,990.9,22,15
13063,2023-09-05 16:08:37+00:00,23.6,43,10.3,22.2,0.0,0.0,990.9,22,15
13068,2023-09-05 15:32:00+00:00,23.6,43,10.3,22.2,0.0,0.0,990.9,22,22
13083,2023-09-05 16:33:23+00:00,23.6,43,10.3,22.7,0.0,0.0,990.5,22,16
13082,2023-09-05 16:43:59+00:00,23.6,43,10.3,22.7,0.0,0.0,990.5,22,21
13081,2023-09-05 16:44:20+00:00,23.6,43,10.3,22.7,0.0,0.0,990.5,22,22
13080,2023-09-05 16:56:42+00:00,23.6,43,10.3,22.7,0.0,0.0,990.5,22,17
13079,2023-09-05 16:53:52+00:00,23.6,43,10.3,22.7,0.0,0.0,990.5,22,20
13084,2023-09-05 17:03:05+00:00,,43,10.3,22.7,0.0,,990.5,22,17
13077,2023-09-05 17:13:12+00:00,23.6,43,10.3,22.7,0.0,0.0,990.5,22,10
13076,2023-09-05 17:16:31+00:00,23.6,43,10.3,22.7,0.0,0.0,990.5,22,6
13075,2023-09-05 17:23:16+00:00,23.6,43,10.3,22.7,0.0,0.0,990.5,22,3
13074,2023-09-05 17:28:54+00:00,23.6,43,10.3,22.7,0.0,0.0,990.5,22,3
13078,2023-09-05 17:08:46+00:00,,43,10.3,22.7,0.0,0.0,990.5,22,11
13094,2023-09-05 17:53:39+00:00,22.8,46,10.5,21.7,,0.0,990.8,22,2
13093,2023-09-05 17:33:25+00:00,22.8,46,10.5,21.7,0.0,0.0,990.8,22,2
13092,2023-09-05 17:35:08+00:00,22.8,46,10.5,21.7,,0.0,990.8,22,3
13091,2023-09-05 17:43:34+00:00,22.8,46,10.5,21.7,0.0,0.0,990.8,22,5
13090,2023-09-05 17:49:01+00:00,22.8,46,10.5,21.7,0.0,0.0,990.8,22,2
13088,2023-09-05 17:56:05+00:00,22.8,46,10.5,21.7,,0.0,990.8,22,4
13087,2023-09-05 18:13:59+00:00,22.8,46,10.5,21.7,0.0,0.0,990.8,22,5
13086,2023-09-05 18:17:09+00:00,,46,10.5,21.7,0.0,0.0,990.8,22,7
13085,2023-09-05 18:28:54+00:00,22.8,46,10.5,21.7,0.0,0.0,990.8,22,5
13089,2023-09-05 18:03:48+00:00,22.8,46,10.5,21.7,0.0,,990.8,22,3
13102,2023-09-05 18:56:34+00:00,21.4,51,10.8,21.1,0.0,0.0,991.0,22,3
13106,2023-09-05 18:31:12+00:00,21.4,51,10.8,21.1,0.0,0.0,991.0,22,7
13105,2023-09-05 18:34:21+00:00,21.4,51,10.8,21.1,0.0,,991.0,22,6
13107,2023-09-05 19:03:35+00:00,21.4,51,10.8,21.1,0.0,0.0,991.0,22,4
13103,2023-09-05 18:51:59+00:00,,51,10.8,21.1,0.0,0.0,991.0,22,4
13101,2023-09-05 18:44:23+00:00,21.4,51,10.8,21.1,0.0,0.0,991.0,22,3
13104,2023-09-05 18:43:31+00:00,,51,10.8,21.1,0.0,0.0,991.0,22,3
13099,2023-09-05 19:18:50+00:00,21.4,51,10.8,21.1,0.0,0.0,991.0,22,2
13098,2023-09-05 19:23:57+00:00,21.4,51,10.8,21.1,,0.0,991.0,22,1
13097,2023-09-05 19:24:49+00:00,21.4,51,10.8,21.1,0.0,0.0,991.0,22,1
13096,2023-09-05 19:29:03+00:00,21.4,51,10.8,21.1,0.0,0.0,991.0,22,0
13095,2023-09-05 19:10:18+00:00,21.4,51,10.8,21.1,0.0,0.0,991.0,22,3
13100,2023-09-05 19:04:37+00:00,21.4,51,10.8,21.1,0.0,0.0,991.0,22,4
13113,2023-09-05 20:25:22+00:00,19.1,66,12.6,19.3,0.0,0.0,991.1,22,0
13111,2023-09-05 20:07:01+00:00,19.1,66,12.6,19.3,0.0,,991.1,22,0
13112,2023-09-05 20:15:17+00:00,,66,12.6,19.3,0.0,0.0,991.1,22,0
13109,2023-09-05 19:45:01+00:00,19.1,66,12.6,19.3,0.0,0.0,991.1,22,0
13108,2023-09-05 19:34:55+00:00,19.1,66,12.6,19.3,0.0,,991.1,22,0
13110,2023-09-05 19:55:14+00:00,19.1,66,12.6,19.3,0.0,0.0,991.1,22,1
13114,2023-09-05 21:25:54+00:00,16.1,77,12.1,15.9,0.0,0.0,991.3,22,0
13115,2023-09-05 21:15:49+00:00,16.1,77,12.1,15.9,0.0,0.0,991.3,22,0
13116,2023-09-05 20:35:28+00:00,16.1,77,12.1,15.9,0.0,0.0,991.3,22,0
13117,2023-09-05 20:55:38+00:00,16.1,77,12.1,15.9,,,991.3,22,0
13118,2023-09-05 20:45:33+00:00,16.1,77,12.1,15.9,0.0,0.0,991.3,22,0
13119,2023-09-05 21:05:43+00:00,16.1,77,12.1,15.9,,0.0,991.3,22,0
13125,2023-09-05 22:26:26+00:00,14.9,82,11.9,14.5,,0.0,991.5,22,0
13124,2023-09-05 22:16:21+00:00,14.9,82,11.9,14.5,0.0,0.0,991.5,22,0
13123,2023-09-05 22:06:15+00:00,14.9,82,11.9,14.5,0.0,0.0,991.5,22,0
13121,2023-09-05 21:46:05+00:00,14.9,82,11.9,14.5,0.0,0.0,991.5,22,0
13120,2023-09-05 21:36:00+00:00,14.9,82,11.9,14.5,0.0,0.0,991.5,22,0
13122,2023-09-05 21:56:10+00:00,,82,11.9,14.5,0.0,0.0,991.5,22,0
13131,2023-09-05 22:36:32+00:00,14.9,86,12.5,14.7,0.0,,991.8,22,0
13130,2023-09-05 22:42:54+00:00,14.9,86,12.5,14.7,0.0,0.0,991.8,22,1
13129,2023-09-05 22:46:38+00:00,14.9,86,12.5,14.7,0.0,0.0,991.8,22,1
13132,2023-09-05 22:56:43+00:00,14.9,86,12.5,14.7,0.0,0.0,991.8,22,1
13127,2023-09-05 23:06:48+00:00,14.9,86,12.5,14.7,0.0,0.0,991.8,22,1
13126,2023-09-05 23:16:53+00:00,14.9,86,12.5,14.7,0.0,0.0,991.8,22,1
13128,2023-09-05 23:26:59+00:00,14.9,86,12.5,14.7,0.0,0.0,991.8,22,1
13133,2023-09-06 00:17:25+00:00,14.4,87,12.3,14.3,0.0,0.0,991.5,22,1
13134,2023-09-06 00:07:20+00:00,14.4,87,12.3,14.3,0.0,0.0,991.5,22,1
13135,2023-09-06 00:27:30+00:00,14.4,87,12.3,14.3,0.0,,991.5,22,1
13136,2023-09-05 23:47:09+00:00,14.4,87,12.3,14.3,0.0,0.0,991.5,22,1
13137,2023-09-05 23:37:04+00:00,,87,12.3,14.3,0.0,0.0,991.5,22,1
13138,2023-09-05 23:57:14+00:00,14.4,87,12.3,14.3,0.0,0.0,991.5,22,1
13144,2023-09-06 01:17:57+00:00,13.9,88,11.9,13.6,0.0,0.0,991.4,22,1
13143,2023-09-06 01:28:02+00:00,13.9,88,11.9,13.6,0.0,0.0,991.4,22,1
13142,2023-09-06 01:07:52+00:00,13.9,88,11.9,13.6,0.0,0.0,991.4,22,1
13140,2023-09-06 00:47:41+00:00,13.9,88,11.9,13.6,0.0,0.0,991.4,22,1
13139,2023-09-06 00:37:36+00:00,13.9,88,11.9,13.6,,0.0,991.4,22,1
13141,2023-09-06 00:57:46+00:00,13.9,88,11.9,13.6,0.0,0.0,991.4,22,1
13150,2023-09-06 01:50:43+00:00,,89,11.7,13.1,0.0,0.0,991.3,22,1
13149,2023-09-06 01:31:34+00:00,13.5,89,11.7,13.1,0.0,,991.3,22,1
13148,2023-09-06 01:40:37+00:00,13.5,89,11.7,13.1,0.0,0.0,991.3,22,1
13147,2023-09-06 02:00:48+00:00,13.5,89,11.7,13.1,0.0,0.0,991.3,22,1
13146,2023-09-06 02:20:58+00:00,13.5,89,11.7,13.1,0.0,0.0,991.3,22,1
13145,2023-09-06 02:10:53+00:00,13.5,89,11.7,13.1,0.0,,991.3,22,1
13151,2023-09-06 02:31:03+00:00,13.4,89,11.7,13.1,0.0,0.0,991.2,22,1
13152,2023-09-06 02:41:08+00:00,13.4,89,11.7,13.1,0.0,0.0,991.2,22,1
13153,2023-09-06 02:51:13+00:00,13.4,89,11.7,13.1,0.0,,991.2,22,1
13154,2023-09-06 03:01:18+00:00,13.4,89,11.7,13.1,0.0,,991.2,22,1
13155,2023-09-06 03:08:49+00:00,13.4,89,11.7,13.1,0.0,,991.2,22,0
13156,2023-09-06 03:11:23+00:00,13.4,89,11.7,13.1,0.0,0.0,991.2,22,0
13157,2023-09-06 03:21:28+00:00,13.4,89,11.7,13.1,0.0,0.0,991.2,22,0
13163,2023-09-06 04:01:48+00:00,13.7,87,11.6,13.3,0.0,0.0,990.9,22,0
13161,2023-09-06 03:51:44+00:00,13.7,87,11.6,13.3,0.0,0.0,990.9,22,0
13162,2023-09-06 03:41:38+00:00,13.7,87,11.6,13.3,0.0,0.0,990.9,22,0
13159,2023-09-06 04:11:54+00:00,13.7,87,11.6,13.3,0.0,0.0,990.9,22,1
13158,2023-09-06 04:21:59+00:00,13.7,87,11.6,13.3,,,990.9,22,1
13160,2023-09-06 03:31:33+00:00,,87,11.6,13.3,0.0,0.0,990.9,22,0
13164,2023-09-06 05:12:33+00:00,13.7,89,11.9,13.4,0.0,0.0,990.8,22,5
13165,2023-09-06 05:22:37+00:00,13.7,89,11.9,13.4,,0.0,990.8,22,6
13166,2023-09-06 05:15:16+00:00,13.7,89,11.9,13.4,0.0,0.0,990.8,22,6
13167,2023-09-06 05:08:27+00:00,13.7,89,11.9,13.4,0.0,0.0,990.8,22,4
13168,2023-09-06 05:02:22+00:00,13.7,89,11.9,13.4,0.0,0.0,990.8,22,3
13169,2023-09-06 04:52:17+00:00,13.7,89,11.9,13.4,0.0,0.0,990.8,22,3
13170,2023-09-06 04:42:12+00:00,13.7,89,11.9,13.4,0.0,0.0,990.8,22,3
13171,2023-09-06 04:38:41+00:00,13.7,89,11.9,13.4,0.0,0.0,990.8,22,3
13172,2023-09-06 04:33:22+00:00,13.7,89,11.9,13.4,0.0,0.0,990.8,22,2
13180,2023-09-06 05:43:05+00:00,13.1,90,11.5,12.8,0.0,0.0,990.8,22,18
13182,2023-09-06 05:33:55+00:00,,90,11.5,12.8,0.0,0.0,990.8,22,9
13179,2023-09-06 05:47:02+00:00,,90,11.5,12.8,0.0,0.0,990.8,22,19
13178,2023-09-06 05:53:14+00:00,13.1,90,11.5,12.8,0.0,0.0,990.8,22,20
13181,2023-09-06 05:38:04+00:00,13.1,90,11.5,12.8,0.0,0.0,990.8,22,14
13176,2023-09-06 06:07:28+00:00,13.1,90,11.5,12.8,0.0,0.0,990.8,22,19
13173,2023-09-06 06:23:37+00:00,13.1,90,11.5,12.8,0.0,0.0,990.8,22,22
13177,2023-09-06 06:03:20+00:00,13.1,90,11.5,12.8,,0.0,990.8,22,19
13175,2023-09-06 06:13:29+00:00,13.1,90,11.5,12.8,0.0,0.0,990.8,22,21
13174,2023-09-06 06:18:21+00:00,,90,11.5,12.8,0.0,0.0,990.8,22,22
13183,2023-09-06 07:25:05+00:00,,90,11.7,13.0,0.0,0.0,991.3,22,17
13184,2023-09-06 07:21:36+00:00,,90,11.7,13.0,0.0,,991.3,22,18
13185,2023-09-06 07:16:13+00:00,13.3,90,11.7,13.0,0.0,0.0,991.3,22,19
13186,2023-09-06 07:04:02+00:00,,90,11.7,13.0,0.0,0.0,991.3,22,22
13188,2023-09-06 06:54:45+00:00,13.3,90,11.7,13.0,0.0,0.0,991.3,22,20
13189,2023-09-06 06:53:54+00:00,13.3,90,11.7,13.0,0.0,0.0,991.3,22,19
13190,2023-09-06 06:43:47+00:00,13.3,90,11.7,13.0,0.0,0.0,991.3,22,21
13191,2023-09-06 07:01:09+00:00,,90,11.7,13.0,0.0,0.0,991.3,22,22
13187,2023-09-06 06:33:42+00:00,13.3,90,11.7,13.0,0.0,0.0,991.3,22,22
13202,2023-09-06 07:59:57+00:00,15.6,86,13.2,16.1,0.0,0.0,991.1,22,18
13198,2023-09-06 07:44:30+00:00,15.6,86,13.2,16.1,0.0,0.0,991.1,22,16
13201,2023-09-06 07:33:47+00:00,,86,13.2,16.1,0.0,,991.1,22,16
13200,2023-09-06 07:34:20+00:00,15.6,86,13.2,16.1,0.0,,991.1,22,16
13199,2023-09-06 07:41:59+00:00,15.6,86,13.2,16.1,0.0,0.0,991.1,22,16
13196,2023-09-06 08:06:52+00:00,15.6,86,13.2,16.1,0.0,,991.1,22,18
13195,2023-09-06 08:13:51+00:00,15.6,86,13.2,16.1,0.0,0.0,991.1,22,21
13194,2023-09-06 08:17:37+00:00,15.6,86,13.2,16.1,0.0,,991.1,22,22
13193,2023-09-06 08:25:00+00:00,15.6,86,13.2,16.1,0.0,,991.1,22,22
13192,2023-09-06 08:29:45+00:00,15.6,86,13.2,16.1,0.0,0.0,991.1,22,21
13197,2023-09-06 07:55:20+00:00,15.6,86,13.2,16.1,0.0,0.0,991.1,22,17
13212,2023-09-06 08:43:26+00:00,,76,13.9,18.9,0.0,0.0,991.8,22,21
13211,2023-09-06 08:45:12+00:00,18.1,76,13.9,18.9,0.0,0.0,991.8,22,21
13210,2023-09-06 08:50:42+00:00,18.1,76,13.9,18.9,0.0,0.0,991.8,22,20
13209,2023-09-06 08:55:17+00:00,18.1,76,13.9,18.9,0.0,,991.8,22,20
13208,2023-09-06 08:35:05+00:00,18.1,76,13.9,18.9,0.0,0.0,991.8,22,21
13206,2023-09-06 09:15:31+00:00,18.1,76,13.9,18.9,0.0,0.0,991.8,22,21
13205,2023-09-06 09:22:40+00:00,18.1,76,13.9,18.9,0.0,0.0,991.8,22,22
13204,2023-09-06 09:25:44+00:00,,76,13.9,18.9,0.0,0.0,991.8,22,21
13203,2023-09-06 09:12:01+00:00,18.1,76,13.9,18.9,0.0,0.0,991.8,22,21
13213,2023-09-06 08:59:51+00:00,18.1,76,13.9,18.9,,0.0,991.8,22,19
13207,2023-09-06 09:05:23+00:00,18.1,76,13.9,18.9,,0.0,991.8,22,19
13221,2023-09-06 09:35:43+00:00,20.6,70,15.0,22.0,0.0,,991.9,22,22
13220,2023-09-06 09:31:49+00:00,,70,15.0,22.0,0.0,0.0,991.9,22,22
13222,2023-09-06 10:08:04+00:00,20.6,70,15.0,22.0,0.0,0.0,991.9,22,22
13219,2023-09-06 09:45:48+00:00,20.6,70,15.0,22.0,0.0,0.0,991.9,22,22
13215,2023-09-06 10:27:54+00:00,20.6,70,15.0,22.0,0.0,0.0,991.9,22,20
13217,2023-09-06 10:23:06+00:00,20.6,70,15.0,22.0,,0.0,991.9,22,21
13216,2023-09-06 10:10:55+00:00,20.6,70,15.0,22.0,0.0,0.0,991.9,22,21
13218,2023-09-06 09:55:53+00:00,20.6,70,15.0,22.0,,0.0,991.9,22,22
13214,2023-09-06 10:16:03+00:00,20.6,70,15.0,22.0,0.0,0.0,991.9,22,21
13234,2023-09-06 10:30:15+00:00,22.7,57,13.7,23.0,0.0,0.0,991.7,22,21
13233,2023-09-06 10:37:31+00:00,22.7,57,13.7,23.0,0.0,,991.7,22,19
13232,2023-09-06 10:43:45+00:00,22.7,57,13.7,23.0,0.0,0.0,991.7,22,21
13231,2023-09-06 10:46:24+00:00,22.7,57,13.7,23.0,0.0,0.0,991.7,22,19
13230,2023-09-06 10:53:52+00:00,22.7,57,13.7,23.0,0.0,0.0,991.7,22,20
13229,2023-09-06 10:56:31+00:00,,57,13.7,23.0,,0.0,991.7,22,20
13227,2023-09-06 11:08:50+00:00,22.7,57,13.7,23.0,,,991.7,22,18
13226,2023-09-06 11:13:25+00:00,22.7,57,13.7,23.0,0.0,0.0,991.7,22,19
13225,2023-09-06 11:16:46+00:00,22.7,57,13.7,23.0,0.0,0.0,991.7,22,20
13224,2023-09-06 11:19:17+00:00,22.7,57,13.7,23.0,0.0,0.0,991.7,22,21
13223,2023-09-06 11:26:54+00:00,22.7,57,13.7,23.0,0.0,0.0,991.7,22,21
13228,2023-09-06 11:03:00+00:00,22.7,57,13.7,23.0,0.0,0.0,991.7,22,19
